uuid;identifier;createdBy;createdAtGMT;modifiedBy;modifiedAtGMT;SurveyUnitID;MostRecentlyComputedTotal;Latitude;Longitude;Northing;Easting;Accuracy;LandUse;AgriculturalCondition;Topography;Slope;Visibility;Passability;Drainage;Vegetation;Stoniness;Shade;NumberOfRows;NumberOfWalkers;RowIntervalM;WalkerIntervalM;Walkers;MostRecentlyComputedAncient;MostRecentlyComputedModern;MostRecentlyComputedAC;MostRecentlyComputedHM;MostRecentlyComputedLithic;MostRecentlyComputedDaub;MostRecentlyComputedGlass;MostRecentlyComputedOther;SampleTaken;Date;geospatialcolumn;SamplePhoto
1.00E+18;10102: 134;Adela Sobotkova;2020-01-23 10:20:49.348 GMT;Adela Sobotkova;2020-01-23 10:29:48 GMT;10102;134;22.85512;38.027746;4210517.646;662820.1199;3;Forest;Partially Fallow;Valley Bottom;Gentle;20-40%;4;1;3;3;2;6;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";53;0;81;0;0;0;0;0;Yes;23/01/2020;POINT(662820.119893 4210517.646361);
1.00E+18;10112: 74;Adela Sobotkova;2020-01-23 12:16:36.612 GMT;Adela Sobotkova;2020-01-23 12:19:53 GMT;10112;74;22.856189;38.030837;662907.1037;4210862.518;1,75;Scrub;Other;Valley Bottom;Gentle;20-40%;1;1;2;4;3;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Jacob Kiefel (JK)
5 - Michael Hitches (MH)";58;0;16;0;0;0;0;0;Yes;23/01/2020;POINT(662907.103729 4210862.517531);
1.00E+18;10121: 25;Adela Sobotkova;2020-01-28 06:59:05.088 GMT;Adela Sobotkova;2020-01-28 06:59:30 GMT;10121;25;22.864892;38.031331;663669.8821;4210932.623;1,5;Perennial Agriculture;Partially Fallow;Valley Bottom;Level;20-40%;1;1;3;3;2;5;5;5;5;"1 - Alexandra Hewitt (AH)
2 - Nathan Stein (NS)
3 - Adela Sobotkova (AS)
4 - Sarah Roach (SR)
5 - Jacob Kiefel (JK)";15;0;10;0;0;0;0;0;Yes;28/01/2020;POINT(663669.882132 4210932.622673);
1.00E+18;10139: 3;Adela Sobotkova;2020-01-28 08:58:59.781 GMT;Adela Sobotkova;2020-01-28 08:59:24 GMT;10139;3;22.86372;38.0334;663562.4114;4211160.15;1,5;Scrub;Partially Fallow;Valley Bottom;Level;20-40%;1;1;3;3;3;5;5;5;5;"1 - Alexandra Hewitt (AH)
2 - Nathan Stein (NS)
3 - Adela Sobotkova (AS)
4 - Sarah Roach (SR)
5 - Jacob Kiefel (JK)";1;0;2;0;0;0;0;0;Yes;28/01/2020;POINT(663562.411408 4211160.150444);
1.00E+18;10144: 2;Adela Sobotkova;2020-01-28 09:24:51.887 GMT;Adela Sobotkova;2020-01-28 09:24:59 GMT;10144;2;22.863944;38.032318;663584.479;4211040.478;1,5;Perennial Agriculture;Partially Fallow;Valley Bottom;Level;0-20%;1;1;4;2;2;5;5;5;5;"1 - Alexandra Hewitt (AH)
2 - Nathan Stein (NS)
3 - Adela Sobotkova (AS)
4 - Sarah Roach (SR)
5 - Jacob Kiefel (JK)";2;0;0;0;0;0;0;0;Yes;28/01/2020;POINT(663584.479005 4211040.478351);
1.00E+18;10147: 31;Adela Sobotkova;2020-01-28 10:15:45.381 GMT;Adela Sobotkova;2020-01-28 10:16:13 GMT;10147;31;22.863886;38.031621;4210963.032;663580.939;2,4;Perennial Agriculture;Partially Fallow;Valley Bottom;Level;20-40%;1;1;3;2;2;5;5;5;5;"1 - Alexandra Hewitt (AH)
2 - Nathan Stein (NS)
3 - Adela Sobotkova (AS)
4 - Sarah Roach (SR)
5 - Jacob Kiefel (JK)";30;0;1;0;0;0;0;0;Yes;28/01/2020;POINT(663580.939047 4210963.03231);
1.00E+18;20000: 16;Petra Hermankova;2020-01-20 07:31:40.466 GMT;Petra Hermankova;2020-01-20 07:50:12 GMT;20000;16;22.853945;38.02999833;662711.9998;4210765.523;0,9;Scrub;Partially Fallow;River Terrace;Gentle;60-80%;1;1;2;3;1;5;5;5;5;"1 - Dean Mcmah (DMc)
2 - Reeham Khandkar (RK)
3 - Samantha Mills (SM)
4 - Sarah Roach (SR)
5 - Zed Griseh (ZG)";16;0;0;0;0;0;0;0;Yes;20/01/2020;POINT(662711.999806 4210765.523243);
1.00E+18;20002: 7;Petra Hermankova;2020-01-20 08:07:35.829 GMT;Petra Hermankova;2020-01-20 08:20:55 GMT;20002;7;22.85437155;38.03033836;662748.6863;4210804.002;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";7;0;0;0;0;0;0;0;Yes;20/01/2020;POINT(662748.686257 4210804.002005);
1.00E+18;20003: 5;Petra Hermankova;2020-01-20 08:21:24.877 GMT;Petra Hermankova;2020-01-20 08:33:35 GMT;20003;5;22.85465;38.030535;4210826.31;662772.6916;1,9;Scrub;Partially Fallow;River Terrace;Gentle;20-40%;3;2;5;4;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";5;0;0;0;0;0;0;0;Yes;20/01/2020;POINT(662772.691559 4210826.309638);Y, focus not great
1.00E+18;20004: 5;Petra Hermankova;2020-01-20 08:34:57.623 GMT;Petra Hermankova;2020-01-20 08:47:36 GMT;20004;5;22.85491;38.03074833;662795.04;4210850.438;1,9;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;3;1;4;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";5;0;0;0;0;0;0;0;Yes;20/01/2020;POINT(662795.039977 4210850.437849);Y, focus not great
1.00E+18;10062: 49;Adela Sobotkova;2020-01-21 12:46:47.557 GMT;Adela Sobotkova;2020-01-21 12:53:43 GMT;10062;49;22.857661;38.028979;663040.4235;4210658.922;1,75;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";13;0;36;0;0;0;0;0;No;21/01/2020;POINT(663040.423489 4210658.921802);
1.00E+18;20005: 16;Petra Hermankova;2020-01-20 08:48:00.611 GMT;Petra Hermankova;2020-01-20 08:58:36 GMT;20005;16;22.85520167;38.03089833;662820.3079;4210867.594;1,6;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";14;0;2;0;0;0;0;0;Yes;20/01/2020;POINT(662820.307939 4210867.593692);Y, focus not great
1.00E+18;20006: 18;Petra Hermankova;2020-01-20 08:59:50.541 GMT;Petra Hermankova;2020-01-20 09:10:16 GMT;20006;18;22.85555333;38.031055;662850.8273;4210885.595;1,4;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;2;3;4;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";11;0;7;0;0;0;0;0;Yes;20/01/2020;POINT(662850.827321 4210885.594507);Y
1.00E+18;20007: 17;Petra Hermankova;2020-01-20 09:13:32.117 GMT;Petra Hermankova;2020-01-20 09:27:00 GMT;20007;17;22.85580667;38.03120333;662872.7342;4210902.498;1,2;Scrub;Partially Fallow;River Terrace;Gentle;20-40%;2;1;4;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";12;0;3;0;2;0;0;0;Yes;20/01/2020;POINT(662872.734187 4210902.498422);Poor!
1.00E+18;20008: 18;Petra Hermankova;2020-01-20 09:28:55.313 GMT;Petra Hermankova;2020-01-20 09:38:29 GMT;20008;18;22.85615333;38.0314;662902.7258;4210924.929;1,1;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;4;2;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";15;0;3;0;0;0;0;0;Yes;20/01/2020;POINT(662902.725849 4210924.929352);Y, focus not great
1.00E+18;20009: 12;Petra Hermankova;2020-01-20 09:40:48.070 GMT;Petra Hermankova;2020-01-20 09:58:38 GMT;20009;12;22.85635167;38.03162667;662919.6315;4210950.429;1;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;2;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";7;0;5;0;0;0;0;0;Yes;20/01/2020;POINT(662919.631532 4210950.429421);Y
1.00E+18;20011: 8;Adela Sobotkova;2020-01-20 10:29:18.466 GMT;Adela Sobotkova;2020-01-20 10:42:03 GMT;20011;8;22.85691217;38.03184171;662968.3509;4210975.274;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;2;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";6;0;2;0;0;0;0;0;Yes;20/01/2020;POINT(662968.350872 4210975.274455);
1.00E+18;20012: 73;Adela Sobotkova;2020-01-20 10:41:22.287 GMT;Adela Sobotkova;2020-01-20 10:41:39 GMT;20012;73;22.85663122;38.03159408;662944.2406;4210947.303;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";71;0;0;0;2;0;0;0;Yes;20/01/2020;POINT(662944.240643 4210947.303378);Y, focus not great
1.00E+18;20013: 85;Adela Sobotkova;2020-01-20 10:59:07.804 GMT;Adela Sobotkova;2020-01-20 11:08:55 GMT;20013;85;22.8566639;38.03129434;662947.7731;4210914.1;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;4;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";81;0;3;0;1;0;0;0;Yes;20/01/2020;POINT(662947.773077 4210914.099707);
1.00E+18;20014: 137;Adela Sobotkova;2020-01-20 11:14:34.172 GMT;Adela Sobotkova;2020-01-20 11:25:10 GMT;20014;137;22.85668006;38.03092425;662950.0115;4210873.06;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;4;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";133;0;3;0;1;0;0;0;Yes;20/01/2020;POINT(662950.011493 4210873.059954);
1.00E+18;20015: 98;Petra Hermankova;2020-01-20 11:27:29.015 GMT;Petra Hermankova;2020-01-20 11:35:45 GMT;20015;98;22.85692434;38.03116552;662970.9175;4210900.261;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;5;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";94;0;2;0;2;0;0;0;Yes;20/01/2020;POINT(662970.917475 4210900.260949);
1.00E+18;20016: 81;Petra Hermankova;2020-01-20 11:37:38.119 GMT;Petra Hermankova;2020-01-20 11:45:32 GMT;20016;81;22.85713042;38.03137936;662988.5317;4210924.352;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;2;1;3;3;1;6;5;5;5;"1 - Sarah Roach (SR)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";77;0;4;0;0;0;0;0;Yes;20/01/2020;POINT(662988.531658 4210924.351982);Y
1.00E+18;20017: 34;Petra Hermankova;2020-01-21 06:58:43.140 GMT;Petra Hermankova;2020-01-21 07:10:29 GMT;20017;34;22.85923857;38.02981404;663177.0403;4210754.351;16;Pasture;Partially Fallow;Undulating Landscape;Level;20-40%;1;1;4;1;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";12;0;22;0;0;0;0;0;Yes;21/01/2020;POINT(663177.040273 4210754.35132);Poor!
1.00E+18;20018: 68;Petra Hermankova;2020-01-21 07:11:35.108 GMT;Petra Hermankova;2020-01-21 07:18:09 GMT;20018;68;22.85900654;38.02995281;663156.3661;4210769.343;3;Scrub;Partially Fallow;River Terrace;Gentle;40-60%;1;1;3;2;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";53;0;15;0;0;0;0;0;Yes;21/01/2020;POINT(663156.366137 4210769.343402);
1.00E+18;20020: 47;Petra Hermankova;2020-01-21 07:26:25.070 GMT;Petra Hermankova;2020-01-21 07:33:47 GMT;20020;47;22.85847542;38.02977675;663110.1389;4210748.875;3;Pasture;Partially Fallow;River Terrace;Gentle;20-40%;2;1;3;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";26;0;21;0;0;0;0;0;Yes;21/01/2020;POINT(663110.138915 4210748.874722);
1.00E+18;20021: 144;Petra Hermankova;2020-01-21 07:34:56.132 GMT;Petra Hermankova;2020-01-21 07:47:31 GMT;20021;144;22.85819103;38.02982606;663085.0681;4210753.847;3;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;4;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";113;0;31;0;0;0;0;0;Yes;21/01/2020;POINT(663085.068059 4210753.84729);
1.00E+18;20022: 421;Petra Hermankova;2020-01-21 07:48:56.803 GMT;Petra Hermankova;2020-01-21 07:59:25 GMT;20022;421;22.85797329;38.02991813;663065.7515;4210763.682;3;Scrub;Partially Fallow;Other;Level;40-60%;1;1;2;4;1;6;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";184;0;237;0;0;0;0;0;Yes (2 sample bags);21/01/2020;POINT(663065.75154 4210763.681514);
1.00E+18;20023: 286;Petra Hermankova;2020-01-21 07:59:30.606 GMT;Petra Hermankova;2020-01-21 08:20:49 GMT;20023;286;22.85763445;38.0297696;663036.3403;4210746.606;3;Scrub;Partially Fallow;Other;Level;20-40%;1;1;3;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";38;0;248;0;0;0;0;0;Yes;21/01/2020;POINT(663036.340261 4210746.605822);
1.00E+18;10072: 6;Adela Sobotkova;2020-01-22 08:58:21.337 GMT;Adela Sobotkova;2020-01-22 09:08:03 GMT;10072;6;22.854838;38.028958;662792.684;4210651.644;1,8;Forest;Partially Fallow;Hillside;Steep;0-20%;4;1;4;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";3;0;3;0;0;0;0;0;No;22/01/2020;POINT(662792.684048 4210651.64422);
1.00E+18;20024: 259;Petra Hermankova;2020-01-21 08:22:07.028 GMT;Petra Hermankova;2020-01-21 08:29:56 GMT;20024;259;22.85754329;38.02978097;663028.3136;4210747.707;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";59;0;200;0;0;0;0;0;Yes;21/01/2020;POINT(663028.313594 4210747.707347);
1.00E+18;20025: 96;Petra Hermankova;2020-01-21 08:34:21.945 GMT;Petra Hermankova;2020-01-21 08:41:55 GMT;20025;96;22.85696577;38.02992468;662977.304;4210762.642;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";29;0;67;0;0;0;0;0;Yes;21/01/2020;POINT(662977.304033 4210762.641562);
1.00E+18;20026: 66;Petra Hermankova;2020-01-21 08:43:07.124 GMT;Petra Hermankova;2020-01-21 08:52:24 GMT;20026;66;22.85675473;38.02992847;662958.7721;4210762.692;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";32;0;34;0;0;0;0;0;Yes;21/01/2020;POINT(662958.772065 4210762.69219);
1.00E+18;20048: 15;Petra Hermankova;2020-01-22 09:28:27.540 GMT;Petra Hermankova;2020-01-22 09:35:33 GMT;20048;15;22.86007928;38.03077339;663248.7016;4210862.284;3;Pasture;Partially Fallow;Other;Gentle;20-40%;1;2;4;2;2;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";5;0;10;0;0;0;0;0;No;22/01/2020;POINT(663248.70158 4210862.284024);
1.00E+18;20027: 23;Petra Hermankova;2020-01-21 08:50:37.843 GMT;Petra Hermankova;2020-01-21 08:50:58 GMT;20027;23;22.85629545;38.03001928;662918.2591;4210771.964;3;Forest;Partially Fallow;Other;Gentle;40-60%;2;1;2;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";9;0;14;0;0;0;0;0;Yes;21/01/2020;POINT(662918.259074 4210771.964298);
1.00E+18;20028: 423;Petra Hermankova;2020-01-21 09:33:37.985 GMT;Petra Hermankova;2020-01-21 09:44:22 GMT;20028;423;22.85729129;38.0301266;663005.4284;4210785.619;3;Scrub;Partially Fallow;Other;Gentle;40-60%;1;1;3;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";140;0;283;0;0;0;0;0;Yes;21/01/2020;POINT(663005.428395 4210785.618582);
1.00E+18;20029: 442;Petra Hermankova;2020-01-21 09:46:39.857 GMT;Petra Hermankova;2020-01-21 09:59:08 GMT;20029;442;22.85750313;38.03006976;663024.1479;4210779.683;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";250;0;192;0;0;0;0;0;Yes;21/01/2020;POINT(663024.147881 4210779.683301);
1.00E+18;10078: 22;Adela Sobotkova;2020-01-22 09:52:00.674 GMT;Adela Sobotkova;2020-01-22 14:25:22 GMT;10078;22;22.854774;38.028832;662787.3455;4210637.55;1,5;Forest;Partially Fallow;Hillside;Steep;0-20%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";10;0;12;0;0;0;0;0;No;22/01/2020;POINT(662787.34545 4210637.550334);
1.00E+18;20030: 162;Petra Hermankova;2020-01-21 10:00:29.702 GMT;Petra Hermankova;2020-01-21 10:14:40 GMT;20030;162;22.8577762;38.03020945;663047.8069;4210795.663;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";95;0;67;0;0;0;0;0;Yes;21/01/2020;POINT(663047.806867 4210795.663402);
1.00E+18;20031: 216;Petra Hermankova;2020-01-21 10:18:08.212 GMT;Petra Hermankova;2020-01-21 10:29:51 GMT;20031;216;22.85800192;38.03036567;663067.2726;4210813.394;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";176;0;40;0;0;0;0;0;Yes;21/01/2020;POINT(663067.272568 4210813.394065);
1.00E+18;20032: 97;Petra Hermankova;2020-01-21 10:30:24.819 GMT;Petra Hermankova;2020-01-21 10:44:21 GMT;20032;97;22.8577536;38.03026405;663045.7016;4210801.682;3;Scrub;Partially Fallow;Other;Gentle;40-60%;2;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";82;0;15;0;0;0;0;0;Yes;21/01/2020;POINT(663045.701596 4210801.681648);
1.00E+18;10082: 57;Adela Sobotkova;2020-01-22 10:26:05.756 GMT;Adela Sobotkova;2020-01-22 10:41:02 GMT;10082;57;22.855814;38.028498;662879.3704;4210602.309;2,25;Forest;Partially Fallow;Hillside;Steep;20-40%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";34;0;23;0;0;0;0;0;No;22/01/2020;POINT(662879.370373 4210602.309077);
1.00E+18;20033: 92;Petra Hermankova;2020-01-21 11:23:16.276 GMT;Petra Hermankova;2020-01-21 11:35:05 GMT;20033;92;22.8580103;38.03074997;663067.1556;4210856.053;3;Scrub;Partially Fallow;Other;Gentle;40-60%;3;1;2;4;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";60;0;32;0;0;0;0;0;Yes;21/01/2020;POINT(663067.155628 4210856.053398);
1.00E+18;20034: 53;Petra Hermankova;2020-01-21 11:35:24.716 GMT;Petra Hermankova;2020-01-21 11:43:29 GMT;20034;53;22.8582999;38.03063191;4210843.461;663092.8364;3;Scrub;Partially Fallow;Other;Gentle;20-40%;3;1;2;4;1;4;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";29;0;24;0;0;0;0;0;Yes;21/01/2020;POINT(663092.83642 4210843.46066);
1.00E+18;20035: 58;Petra Hermankova;2020-01-21 11:48:40.011 GMT;Petra Hermankova;2020-01-21 11:54:25 GMT;20035;58;22.85845341;38.03055955;663106.4703;4210835.701;3;Scrub;Partially Fallow;Other;Gentle;20-40%;1;1;3;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";34;0;24;0;0;0;0;0;Yes;21/01/2020;POINT(663106.470257 4210835.700599);
1.00E+18;10083: 169;Adela Sobotkova;2020-01-22 11:57:07.004 GMT;Adela Sobotkova;2020-01-22 12:09:28 GMT;10083;169;22.856211;38.028599;662913.9931;4210614.212;2;Forest;Partially Fallow;Undulating Landscape;Gentle;20-40%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";126;0;43;0;0;0;0;0;No;22/01/2020;POINT(662913.993103 4210614.21237);
1.00E+18;10084: 57;Adela Sobotkova;2020-01-22 12:09:59.220 GMT;Adela Sobotkova;2020-01-22 12:16:33 GMT;10084;57;22.856569;38.028574;662945.4717;4210612.066;1,75;Forest;Partially Fallow;Undulating Landscape;Gentle;0-20%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";43;0;14;0;0;0;0;0;No;22/01/2020;POINT(662945.471748 4210612.065637);
1.00E+18;20036: 36;Petra Hermankova;2020-01-21 11:55:56.115 GMT;Petra Hermankova;2020-01-21 12:02:39 GMT;20036;36;22.85868096;38.03060619;663126.34;4210841.275;3;Scrub;Partially Fallow;Other;Gentle;20-40%;1;1;4;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";15;0;21;0;0;0;0;0;Yes;21/01/2020;POINT(663126.339955 4210841.2751);
1.00E+18;10086: 59;Adela Sobotkova;2020-01-22 12:39:28.680 GMT;Adela Sobotkova;2020-01-22 12:47:39 GMT;10086;59;22.857099;38.028517;662992.1186;4210606.67;1,5;Forest;Partially Fallow;Hillside;Steep;20-40%;3;1;3;4;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";28;0;31;0;0;0;0;0;No;22/01/2020;POINT(662992.118558 4210606.669639);
1.00E+18;20037: 67;Petra Hermankova;2020-01-21 12:07:09.212 GMT;Petra Hermankova;2020-01-21 12:14:21 GMT;20037;67;22.85913733;38.03035762;663166.948;4210814.494;3;Scrub;Partially Fallow;Other;Gentle;20-40%;1;1;3;3;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";31;0;36;0;0;0;0;0;Yes;21/01/2020;POINT(663166.948019 4210814.493611);
1.00E+18;20038: 76;Petra Hermankova;2020-01-21 12:14:46.083 GMT;Petra Hermankova;2020-01-21 12:24:40 GMT;20038;76;22.85878988;38.03024811;663136.6942;4210801.731;3;Scrub;Partially Fallow;Other;Gentle;20-40%;1;1;4;3;1;6;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";26;0;50;0;0;0;0;0;Yes;21/01/2020;POINT(663136.694165 4210801.731181);
