uuid;identifier;createdBy;createdAtGMT;modifiedBy;modifiedAtGMT;SurveyUnitID;MostRecentlyComputedTotal;Latitude;Longitude;Northing;Easting;Accuracy;LandUse;AgriculturalCondition;Topography;Slope;Visibility;Passability;Drainage;Vegetation;Stoniness;Shade;NumberOfRows;NumberOfWalkers;RowIntervalM;WalkerIntervalM;Walkers;MostRecentlyComputedAncient;MostRecentlyComputedModern;MostRecentlyComputedAC;MostRecentlyComputedHM;MostRecentlyComputedLithic;MostRecentlyComputedDaub;MostRecentlyComputedGlass;MostRecentlyComputedOther;SampleTaken;Date;geospatialcolumn;SamplePhoto
1.00E+18;10044: 19;Adela Sobotkova;2020-01-20 12:25:11.535 GMT;Adela Sobotkova;2020-01-20 12:29:29 GMT;10044;19;22.858841;38.02932;663143.2402;4210698.832;1,75;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";19;0;0;0;0;0;0;0;Yes;20/01/2020;POINT(663143.240245 4210698.831665);
1.00E+18;10047: 57;Adela Sobotkova;2020-01-20 12:38:25.646 GMT;Adela Sobotkova;2020-01-20 12:44:42 GMT;10047;57;22.858554;38.029211;663118.291;4210686.233;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;2;3;1;6;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";43;0;14;0;0;0;0;0;Yes;20/01/2020;POINT(663118.29102 4210686.232649);Y
1.00E+18;10048: 35;Adela Sobotkova;2020-01-20 12:45:46.049 GMT;Adela Sobotkova;2020-01-20 12:57:06 GMT;10048;35;22.858201;38.029327;663087.0496;4210698.485;1,75;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";32;0;3;0;0;0;0;0;Yes;20/01/2020;POINT(663087.049619 4210698.485461);
1.00E+18;10049: 48;Adela Sobotkova;2020-01-20 12:57:26.521 GMT;Adela Sobotkova;2020-01-20 13:04:22 GMT;10049;48;22.858296;38.029128;663095.8295;4210676.57;1,5;Scrub;Partially Fallow;Hillside;Gentle;20-40%;2;1;2;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";33;0;15;0;0;0;0;0;Yes;20/01/2020;POINT(663095.829494 4210676.569729);Y
1.00E+18;10052: 38;Adela Sobotkova;2020-01-21 11:35:10.868 GMT;Adela Sobotkova;2020-01-21 11:40:53 GMT;10052;38;22.857826;38.029112;663054.6113;4210673.97;2;Scrub;Partially Fallow;Undulating Landscape;Gentle;40-60%;1;1;2;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";19;0;19;0;0;0;0;0;Yes;21/01/2020;POINT(663054.611278 4210673.969783);
1.00E+18;10055: 67;Adela Sobotkova;2020-01-21 11:53:28.201 GMT;Adela Sobotkova;2020-01-21 11:59:42 GMT;10055;67;22.857007;38.029275;662982.3632;4210690.621;2;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";11;0;56;0;0;0;0;0;Yes;21/01/2020;POINT(662982.363226 4210690.621179);
1.00E+18;10056: 33;Adela Sobotkova;2020-01-21 12:00:20.438 GMT;Adela Sobotkova;2020-01-21 12:05:06 GMT;10056;33;22.856715;38.029282;662956.7178;4210690.886;2;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";19;0;14;0;0;0;0;0;Yes;21/01/2020;POINT(662956.717813 4210690.886049);
1.00E+18;10057: 192;Adela Sobotkova;2020-01-21 12:08:16.670 GMT;Adela Sobotkova;2020-01-21 12:15:28 GMT;10057;192;22.856361;38.029128;662925.9872;4210673.177;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;2;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";176;0;16;0;0;0;0;0;Yes;21/01/2020;POINT(662925.987171 4210673.176682);
1.00E+18;10058: 206;Adela Sobotkova;2020-01-21 12:15:59.557 GMT;Adela Sobotkova;2020-01-21 12:25:40 GMT;10058;206;22.856601;38.029168;662946.9642;4210678.036;1,75;Pasture;Partially Fallow;River Terrace;Gentle;20-40%;2;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";196;0;10;0;0;0;0;0;Yes;21/01/2020;POINT(662946.964244 4210678.036005);
1.00E+18;10059: 88;Adela Sobotkova;2020-01-21 12:26:14.525 GMT;Adela Sobotkova;2020-01-21 12:31:23 GMT;10059;88;22.856844;38.029147;662968.3398;4210676.132;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";73;0;15;0;0;0;0;0;Yes;21/01/2020;POINT(662968.339808 4210676.131667);
1.00E+18;10036: 27;Adela Sobotkova;2020-01-20 11:23:09.623 GMT;Adela Sobotkova;2020-01-20 11:26:51 GMT;10036;27;22.859217;38.029888;663174.9827;4210762.521;2;Perennial Agriculture;Partially Fallow;Undulating Landscape;Gentle;40-60%;1;1;2;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";23;0;4;0;0;0;0;0;No;20/01/2020;POINT(663174.982652 4210762.520762);
1.00E+18;10060: 131;Adela Sobotkova;2020-01-21 12:32:22.802 GMT;Adela Sobotkova;2020-01-21 12:38:53 GMT;10060;131;22.857136;38.029075;662994.1293;4210668.654;1,75;Pasture;Partially Fallow;River Terrace;Gentle;40-60%;1;1;2;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";117;0;14;0;0;0;0;0;Yes;21/01/2020;POINT(662994.12935 4210668.653989);
1.00E+18;10061: 52;Adela Sobotkova;2020-01-21 12:39:16.565 GMT;Adela Sobotkova;2020-01-21 12:44:25 GMT;10061;52;22.85736;38.028999;663013.9592;4210660.613;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;0-20%;2;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";23;0;29;0;0;0;0;0;Yes;21/01/2020;POINT(663013.95918 4210660.61328);
1.00E+18;10063: 93;Adela Sobotkova;2020-01-21 12:53:52.344 GMT;Adela Sobotkova;2020-01-21 12:59:09 GMT;10063;93;22.857891;38.028957;663060.6603;4210656.884;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;3;3;1;4;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";12;0;81;0;0;0;0;0;Yes;21/01/2020;POINT(663060.660293 4210656.883937);
1.00E+18;10064: 169;Adela Sobotkova;2020-01-22 07:08:06.423 GMT;Adela Sobotkova;2020-01-22 07:15:43 GMT;10064;169;22.857255;38.028773;663005.2439;4210635.351;2,4;Forest;Partially Fallow;Undulating Landscape;Gentle;40-60%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";60;0;109;0;0;0;0;0;Yes;22/01/2020;POINT(663005.243901 4210635.350665);
1.00E+18;10039: 18;Adela Sobotkova;2020-01-20 11:41:30.776 GMT;Adela Sobotkova;2020-01-20 11:48:21 GMT;10039;18;22.859099;38.028906;663166.8045;4210653.344;2,25;Scrub;Partially Fallow;Undulating Landscape;Gentle;0-20%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";18;0;0;0;0;0;0;0;No;20/01/2020;POINT(663166.804487 4210653.344199);
1.00E+18;10040: 25;Adela Sobotkova;2020-01-20 11:55:04.451 GMT;Adela Sobotkova;2020-01-20 12:02:25 GMT;10040;25;22.859171;38.029134;663172.6183;4210678.771;3,3;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";25;0;0;0;0;0;0;0;No;20/01/2020;POINT(663172.618279 4210678.771015);
1.00E+18;10065: 46;Adela Sobotkova;2020-01-22 07:16:04.992 GMT;Adela Sobotkova;2020-01-22 07:23:18 GMT;10065;46;22.856987;38.028709;662981.8623;4210627.779;2,1;Forest;Partially Fallow;Undulating Landscape;Gentle;40-60%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";38;0;8;0;0;0;0;0;Yes;22/01/2020;POINT(662981.862258 4210627.778902);
1.00E+18;10042: 17;Adela Sobotkova;2020-01-20 12:07:34.244 GMT;Adela Sobotkova;2020-01-20 12:10:18 GMT;10042;17;22.859008;38.02964;663157.1884;4210734.634;2,7;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";17;0;0;0;0;0;0;0;No;20/01/2020;POINT(663157.188396 4210734.634144);
1.00E+18;10043: 24;Adela Sobotkova;2020-01-20 12:20:07.879 GMT;Adela Sobotkova;2020-01-20 12:24:53 GMT;10043;24;22.85876;38.029536;663135.6514;4210722.658;1,75;Pasture;Partially Fallow;Undulating Landscape;Gentle;40-60%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";24;0;0;0;0;0;0;0;No;20/01/2020;POINT(663135.651371 4210722.658355);
1.00E+18;10066: 126;Adela Sobotkova;2020-01-22 07:24:42.722 GMT;Adela Sobotkova;2020-01-22 07:33:06 GMT;10066;126;22.856739;38.028757;662959.9879;4210632.671;1,8;Forest;Partially Fallow;Undulating Landscape;Gentle;60-80%;1;1;2;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";112;0;14;0;0;0;0;0;Yes;22/01/2020;POINT(662959.987856 4210632.670548);
1.00E+18;10045: 1;Adela Sobotkova;2020-01-20 12:30:01.217 GMT;Adela Sobotkova;2020-01-20 12:33:56 GMT;10045;1;22.85886;38.029032;663145.5469;4210666.907;1,75;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;3;2;1;4;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";1;0;0;0;0;0;0;0;No;20/01/2020;POINT(663145.546925 4210666.906559);
1.00E+18;10046: 17;Adela Sobotkova;2020-01-20 12:34:03.098 GMT;Adela Sobotkova;2020-01-20 12:38:21 GMT;10046;17;22.858643;38.028996;663126.5798;4210662.531;1,75;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;2;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Alexandra Hewitt (AH)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";16;0;1;0;0;0;0;0;No;20/01/2020;POINT(663126.579843 4210662.53095);
1.00E+18;10067: 216;Adela Sobotkova;2020-01-22 07:34:39.573 GMT;Adela Sobotkova;2020-01-22 07:47:48 GMT;10067;216;22.856524;38.028793;662941.0366;4210636.288;1,5;Forest;Partially Fallow;Undulating Landscape;Gentle;60-80%;1;1;3;3;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";188;0;14;0;0;0;0;14;Yes;22/01/2020;POINT(662941.036621 4210636.288491);
1.00E+18;10068: 73;Adela Sobotkova;2020-01-22 07:48:19.893 GMT;Adela Sobotkova;2020-01-22 08:13:23 GMT;10068;73;22.856059;38.028852;662900.0909;4210642.021;1,5;Forest;Partially Fallow;Hillside;Steep;0-20%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";24;0;49;0;0;0;0;0;Yes;22/01/2020;POINT(662900.090915 4210642.020606);
1.00E+18;10069: 70;Adela Sobotkova;2020-01-22 08:03:13.302 GMT;Adela Sobotkova;2020-01-22 08:34:43 GMT;10069;70;22.855797;38.028841;662877.1185;4210640.341;1,75;Forest;Partially Fallow;Hillside;Steep;0-20%;3;1;4;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";34;0;36;0;0;0;0;0;Yes;22/01/2020;POINT(662877.11846 4210640.340899);
1.00E+18;10070: 174;Adela Sobotkova;2020-01-22 08:13:53.490 GMT;Adela Sobotkova;2020-01-22 08:47:44 GMT;10070;174;22.855446;38.028897;662846.1857;4210645.94;1,5;Forest;Partially Fallow;Undulating Landscape;Gentle;40-60%;2;1;2;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";126;0;48;0;0;0;0;0;Yes;22/01/2020;POINT(662846.185722 4210645.940124);
1.00E+18;10071: 127;Adela Sobotkova;2020-01-22 08:47:50.299 GMT;Adela Sobotkova;2020-01-22 08:56:00 GMT;10071;127;22.855179;38.028919;662822.7013;4210647.914;1,5;Forest;Partially Fallow;Hillside;Steep;20-40%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";92;0;35;0;0;0;0;0;Yes;22/01/2020;POINT(662822.701334 4210647.913715);
1.00E+18;20019: 48;Petra Hermankova;2020-01-21 07:19:04.795 GMT;Petra Hermankova;2020-01-21 07:26:22 GMT;20019;48;22.85877741;38.02993329;663136.2976;4210766.774;3;Scrub;Partially Fallow;Undulating Landscape;Gentle;40-60%;2;1;3;2;1;5;5;5;5;"1 - Petra Hermankova (PH)
2 - Dean Mcmah (DMc)
3 - Samantha Mills (SM)
4 - Reeham Khandkar (RK)
5 - Zed Griseh (ZG)";41;0;7;0;0;0;0;0;No;21/01/2020;POINT(663136.297644 4210766.774469);
1.00E+18;10073: 24;Adela Sobotkova;2020-01-22 09:09:01.638 GMT;Adela Sobotkova;2020-01-22 09:16:26 GMT;10073;24;22.854494;38.028951;662762.5053;4210650.265;1,75;Scrub;Partially Fallow;Hillside;Steep;0-20%;4;1;4;4;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";15;0;9;0;0;0;0;0;Yes;22/01/2020;POINT(662762.505292 4210650.265111);
1.00E+18;10074: 25;Adela Sobotkova;2020-01-22 09:18:38.891 GMT;Adela Sobotkova;2020-01-22 09:26:16 GMT;10074;25;22.854198;38.028909;662736.6171;4210645.086;1,5;Forest;Partially Fallow;Hillside;Steep;0-20%;5;1;5;4;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";20;0;5;0;0;0;0;0;Yes;22/01/2020;POINT(662736.617143 4210645.086302);
1.00E+18;10075: 97;Adela Sobotkova;2020-01-22 09:28:47.760 GMT;Adela Sobotkova;2020-01-22 09:37:25 GMT;10075;97;22.853889;38.028715;662709.9242;4210623.018;1,5;Forest;Partially Fallow;Hillside;Very Steep;0-20%;5;1;5;5;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";97;0;0;0;0;0;0;0;Yes;22/01/2020;POINT(662709.924236 4210623.017876);
1.00E+18;10076: 19;Adela Sobotkova;2020-01-22 09:38:21.154 GMT;Adela Sobotkova;2020-01-22 09:43:12 GMT;10076;19;22.854242;38.028789;662740.7448;4210631.847;1,5;Forest;Partially Fallow;Hillside;Steep;20-40%;3;1;3;3;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";11;0;8;0;0;0;0;0;Yes;22/01/2020;POINT(662740.744779 4210631.847316);
1.00E+18;10077: 12;Adela Sobotkova;2020-01-22 09:44:19.035 GMT;Adela Sobotkova;2020-01-22 09:50:36 GMT;10077;12;22.854482;38.028833;662761.7132;4210637.15;1,5;Forest;Partially Fallow;Hillside;Steep;20-40%;2;1;2;4;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";10;0;2;0;0;0;0;0;Yes;22/01/2020;POINT(662761.713191 4210637.150022);
1.00E+18;10079: 169;Adela Sobotkova;2020-01-22 09:56:57.181 GMT;Adela Sobotkova;2020-01-22 10:05:20 GMT;10079;169;22.854988;38.028794;662806.2132;4210633.708;1,75;Forest;Partially Fallow;Hillside;Steep;0-20%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";49;0;120;0;0;0;0;0;Yes;22/01/2020;POINT(662806.213249 4210633.708353);
1.00E+18;10080: 181;Adela Sobotkova;2020-01-22 10:05:44.138 GMT;Adela Sobotkova;2020-01-22 10:13:59 GMT;10080;181;22.855279;38.028694;662831.977;4210623.121;2,25;Forest;Partially Fallow;Hillside;Steep;0-20%;3;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";96;0;85;0;0;0;0;0;Yes;22/01/2020;POINT(662831.976975 4210623.121342);
1.00E+18;10081: 38;Adela Sobotkova;2020-01-22 10:16:00.414 GMT;Adela Sobotkova;2020-01-22 10:24:20 GMT;10081;38;22.85551;38.028565;662852.5385;4210609.211;2,25;Forest;Partially Fallow;Hillside;Steep;20-40%;3;1;3;4;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";32;0;6;0;0;0;0;0;Yes;22/01/2020;POINT(662852.53853 4210609.211265);
1.00E+18;10085: 96;Adela Sobotkova;2020-01-22 12:30:40.218 GMT;Adela Sobotkova;2020-01-22 12:38:40 GMT;10085;96;22.856788;38.028593;662964.6522;4210614.558;1,5;Forest;Partially Fallow;Undulating Landscape;Gentle;20-40%;3;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";55;0;41;0;0;0;0;0;Yes;22/01/2020;POINT(662964.652248 4210614.557889);
1.00E+18;10087: 1822;Adela Sobotkova;2020-01-23 07:08:34.249 GMT;Adela Sobotkova;2020-01-23 07:29:16 GMT;10087;1822;22.854373;38.028224;662753.4937;4210569.38;1,5;Pasture;Partially Fallow;Valley Bottom;Level;40-60%;1;1;2;3;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";1817;0;5;0;0;0;0;0;Yes;23/01/2020;POINT(662753.493706 4210569.380432);
1.00E+18;10088: 838;Adela Sobotkova;2020-01-23 07:29:52.386 GMT;Adela Sobotkova;2020-01-23 07:41:50 GMT;10088;838;22.85464;38.028181;662777.0248;4210565.076;1,5;Pasture;Partially Fallow;Valley Bottom;Level;60-80%;1;1;3;4;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";830;0;7;0;1;0;0;0;Yes;23/01/2020;POINT(662777.024777 4210565.076334);
1.00E+18;10089: 618;Adela Sobotkova;2020-01-23 07:43:18.731 GMT;Adela Sobotkova;2020-01-23 07:55:04 GMT;10089;618;22.854887;38.028131;662798.8159;4210559.961;1,5;Pasture;Partially Fallow;Valley Bottom;Level;60-80%;1;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";611;0;7;0;0;0;0;0;Yes;23/01/2020;POINT(662798.815875 4210559.960511);
1.00E+18;10090: 1092;Adela Sobotkova;2020-01-23 07:55:15.005 GMT;Adela Sobotkova;2020-01-23 08:07:13 GMT;10090;1092;22.855163;38.028101;662823.1082;4210557.115;1,5;Pasture;Partially Fallow;Valley Bottom;Level;60-80%;2;1;3;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";1090;0;2;0;0;0;0;0;Yes;23/01/2020;POINT(662823.108194 4210557.114872);
1.00E+18;10050: 89;Adela Sobotkova;2020-01-21 11:19:54.210 GMT;Adela Sobotkova;2020-01-21 11:26:57 GMT;10050;89;22.858053;38.028862;663075.0904;4210646.626;2,25;Scrub;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;2;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";16;0;73;0;0;0;0;0;No;21/01/2020;POINT(663075.090367 4210646.626256);
1.00E+18;10094: 223;Adela Sobotkova;2020-01-23 08:31:21.444 GMT;Adela Sobotkova;2020-01-23 08:41:13 GMT;10094;223;22.856566;38.028053;662946.3629;4210554.247;1,75;Forest;Partially Fallow;Hillside;Steep;20-40%;4;1;4;3;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";154;0;69;0;0;0;0;0;Yes;23/01/2020;POINT(662946.362909 4210554.246681);
1.00E+18;10051: 66;Adela Sobotkova;2020-01-21 11:27:23.384 GMT;Faims Admin;2020-01-21 14:27:58 GMT;10051;66;22.858056;38.029071;4210669.824;663074.8902;2,25;Scrub;Partially Fallow;Undulating Landscape;Gentle;40-60%;1;1;2;2;1;4;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";40;0;26;0;0;0;0;0;No;21/01/2020;POINT(663054.613496 4210673.858817);
1.00E+18;10095: 200;Adela Sobotkova;2020-01-23 09:06:14.066 GMT;Adela Sobotkova;2020-01-23 09:14:36 GMT;10095;200;22.857018;38.027711;662986.7953;4210517.088;2;Forest;Partially Fallow;Valley Bottom;Gentle;20-40%;3;1;3;3;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";135;0;65;0;0;0;0;0;Yes;23/01/2020;POINT(662986.795265 4210517.088391);
1.00E+18;10098: 60;Adela Sobotkova;2020-01-23 09:33:03.913 GMT;Adela Sobotkova;2020-01-23 09:38:12 GMT;10098;60;22.856179;38.0278;662912.9545;4210525.494;1,75;Forest;Partially Fallow;Valley Bottom;Gentle;20-40%;3;1;3;3;2;5;4;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)";2;0;58;0;0;0;0;0;Yes;23/01/2020;POINT(662912.954453 4210525.493834);
1.00E+18;10053: 23;Adela Sobotkova;2020-01-21 11:42:53.092 GMT;Adela Sobotkova;2020-01-21 11:47:52 GMT;10053;23;22.85754;38.029222;663029.2641;4210685.675;2;Pasture;Partially Fallow;Undulating Landscape;Gentle;40-60%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";13;0;10;0;0;0;0;0;No;21/01/2020;POINT(663029.26408 4210685.674533);
1.00E+18;10054: 49;Adela Sobotkova;2020-01-21 11:48:08.683 GMT;Adela Sobotkova;2020-01-21 11:53:05 GMT;10054;49;22.857277;38.029228;663006.1663;4210685.879;2;Pasture;Partially Fallow;Undulating Landscape;Gentle;20-40%;1;1;3;2;1;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";10;0;39;0;0;0;0;0;No;21/01/2020;POINT(663006.166296 4210685.87914);
1.00E+18;10100: 47;Adela Sobotkova;2020-01-23 10:06:16.633 GMT;Adela Sobotkova;2020-01-23 10:12:49 GMT;10100;47;22.855712;38.02767;662872.2513;4210510.25;2,25;Forest;Partially Fallow;Valley Bottom;Gentle;0-20%;3;1;3;3;2;5;5;5;5;"1 - Alison Carfi (AC)
2 - Adela Sobotkova (AS)
3 - David Morley (DM)
4 - Michael Hitches (MH)
5 - Jacob Kiefel (JK)";7;0;40;0;0;0;0;0;Yes;23/01/2020;POINT(662872.251282 4210510.249883);
